"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YCL043C",11271.2559382441,-0.429979447915294,0.161198369047566,-2.66739328974487,0.00764421599836281,0.220310225183585
"YOR261C",8019.58678685431,-0.332182361196063,0.124846831856185,-2.66071918892355,0.0077973957235168,0.222653977725387
"YGR288W",109.711846876836,0.377118735544695,0.141847447623567,2.65862193407588,0.00784609531130861,0.222653977725387
"YOL089C",563.722189385713,-0.248292768126586,0.093399588436547,-2.65839252916268,0.00785143873683923,0.222653977725387
"YJR139C",14657.247151358,-0.22252720362972,0.0837597317220097,-2.65673252593819,0.00789020168605724,0.222653977725387
"YLR190W",1658.03645509647,0.247255389380501,0.093117444240883,2.65530686968687,0.00792362910054759,0.222653977725387
"YOL012C",3236.47090493361,-0.245104505334647,0.0924570872109212,-2.65100829723841,0.00802518698981203,0.224385825287282
"YKL018C-A",412.995194046849,0.284782713558296,0.107499791065018,2.64914667030426,0.00806953022932458,0.224508712320812
"YEL049W",14.1690403835606,-0.890149783643873,0.336356979314785,-2.64644362503568,0.00813430623156134,0.225196064144703
"YOR303W",2453.71120807388,-0.247343977263189,0.0935308702301945,-2.64451700977908,0.00818075948522642,0.225371903465551
"YBR037C",262.517187137095,0.35837326694002,0.135629659921648,2.64229274885043,0.00823468453828254,0.225750863927551
"YDR277C",94.4410274112087,-0.590220034645551,0.224134980063694,-2.63332405534301,0.00845536313421203,0.229406859970118
"YOR224C",10511.0256462443,-0.365298333833007,0.138775013204983,-2.63230624444927,0.00848073803465582,0.229406859970118
"YIL156W-B",1406.52550174435,-0.256437872196717,0.0975043876437456,-2.6300136680379,0.00853814353487658,0.229406859970118
"YER052C",1694.76027096133,-0.4676416418228,0.177926332715557,-2.62828798124221,0.00858158319034076,0.229406859970118
"YHR096C",35.4331902185485,0.916432441716841,0.3487364611215,2.62786529051104,0.00859225340378191,0.229406859970118
"YDR261C",370.583669480694,0.317062068425726,0.120759136031824,2.62557417057182,0.00865029603141196,0.229406859970118
"YNR038W",1722.66521881498,-0.279641091808623,0.106546576247129,-2.62459012441668,0.00867533300175151,0.229406859970118
"YDR396W",26.9351237480324,0.756696806026126,0.288556816524276,2.62234943932599,0.00873258428012838,0.229406859970118
"YOL031C",957.800249412161,-0.356530206723592,0.136151341743774,-2.61863160625001,0.00882832301861069,0.229406859970118
"YKL109W",3211.84047442637,-0.361892879378882,0.138206974056132,-2.61848493428343,0.00883211915389425,0.229406859970118
"YDR512C",270.238140113798,-0.310336517705604,0.118524605988838,-2.61832988278256,0.00883613375222434,0.229406859970118
"YKR089C",460.512971825962,0.236559900014527,0.0904184888322328,2.61627796559897,0.00888941580771373,0.229406859970118
"YKL092C",323.216696942018,0.2731196595226,0.104406670920739,2.61592154135381,0.00889870026218607,0.229406859970118
"YMR072W",3004.49290454365,-0.234447117343312,0.0899062554268688,-2.60768415089888,0.00911570234096659,0.233236698490878
"YGL033W",34.4431380218582,-0.697601047000981,0.26766666019943,-2.60623062461803,0.00915447997150005,0.233236698490878
"YMR008C",961.878561539616,0.318168709031073,0.122110299281123,2.60558454859391,0.00917176341040643,0.233236698490878
"YBR098W",230.420583878151,0.29160539477944,0.112109415226904,2.60107854625096,0.0092931173750803,0.234058437221891
"YDL236W",302.245718272665,0.333266982130515,0.128278839145311,2.59798875910468,0.00937715636145976,0.234058437221891
"YDL076C",477.038202227548,0.281081863939551,0.10819629268777,2.59788812497199,0.00937990486904118,0.234058437221891
"YMR313C",362.319706164726,0.212212683571248,0.0817243516623813,2.59668849314264,0.00941272446226864,0.234058437221891
"YBR044C",273.786028020916,0.31429672495365,0.121075444635751,2.5958750422036,0.00943503713750863,0.234058437221891
"YIL106W",572.360022797437,0.228381012556528,0.0880595089282966,2.59348496642753,0.00950086927950576,0.234058437221891
"YPR117W",262.084937003821,0.332353538082736,0.128150113937212,2.59347048450988,0.0095012694142627,0.234058437221891
"YOR027W",7533.85216311449,-0.30712542754926,0.118513034611065,-2.59149070443756,0.00955611231831199,0.234058437221891
"YBR116C",36.0189144482324,0.583754041957667,0.225329290840502,2.59067092334158,0.00957890401441903,0.234058437221891
"YHR008C",198.804094622232,-0.340892332719272,0.131781138224683,-2.58680671082124,0.00968699151147877,0.235674858417795
"YDR382W",78430.4413704983,-0.232301673354744,0.0898911885541158,-2.58425410867601,0.00975898639165755,0.235816105869283
"YMR164C",70.076845107906,-0.409888223810503,0.158651841578436,-2.58357053868711,0.0097783469197381,0.235816105869283
"YML081C-A",10112.3386165451,-0.2974515659588,0.115211639648014,-2.58178398352417,0.0098291086656955,0.235816105869283
"YCL012C",699.514064405034,-0.313143650058422,0.121341599143767,-2.58067845049089,0.00986063787887572,0.235816105869283
"YKL152C",75246.8201168917,-0.287883185029833,0.111771674328057,-2.57563632969187,0.0100055820919564,0.238268522698285
"YGR091W",443.242110937528,0.232637266093974,0.0904586729299324,2.5717519233802,0.0101185367961113,0.2399416742369
"YFL045C",20181.2585749591,-0.199216151579297,0.0776427109914009,-2.56580623004471,0.010293631387262,0.242797632912183
"YGR209C",302.024045705512,-1.07605702302809,0.419558296297326,-2.56473780288575,0.0103253797626355,0.242797632912183
"YLR046C",189.094622497065,0.335248376001899,0.130960890870471,2.55991215219726,0.0104698625330591,0.244921508512388
